downtime_id,equipment_id,start_time,end_time,duration_hours,reason
84,4,10/12/2025,10/12/2025 1:34,1.566666667,Поломка
85,6,12/31/2025,12/31/2025 0:51,0.85,Плановый ремонт
86,6,8/20/2025,8/20/2025 1:47,1.783333333,Поломка
87,6,6/15/2025,6/15/2025 2:53,2.883333333,Контроль качества
88,1,8/13/2025,8/13/2025 1:27,1.45,Ожидание материала
89,5,8/4/2025,8/4/2025 1:44,1.733333333,Ожидание материала
90,5,11/1/2025,11/1/2025 3:54,3.9,Контроль качества
91,2,2/11/2025,2/11/2025 2:29,2.483333333,Поломка
92,2,12/27/2025,12/27/2025 4:57,4.95,Наладка
93,5,1/25/2025,1/25/2025 1:27,1.45,Ожидание материала
94,2,5/9/2025,5/9/2025 1:41,1.683333333,Наладка
95,5,6/2/2025,6/2/2025 3:16,3.266666667,Ожидание материала
96,2,1/6/2025,1/6/2025 2:19,2.316666667,Контроль качества
97,2,3/7/2025,3/7/2025 5:28,5.466666667,Наладка
98,4,3/28/2025,3/28/2025 0:16,0.266666667,Контроль качества
99,4,4/13/2025,4/13/2025 0:38,0.633333333,Плановый ремонт
100,1,7/28/2025,7/28/2025 4:25,4.416666667,Контроль качества
101,6,4/26/2025,4/26/2025 4:11,4.183333333,Плановый ремонт
102,3,9/16/2025,9/16/2025 1:00,1,Поломка
103,1,10/28/2025,10/28/2025 5:47,5.783333333,Наладка
104,4,2/4/2025,2/4/2025 0:38,0.633333333,Поломка
105,1,1/16/2025,1/16/2025 1:13,1.216666667,Ожидание материала
106,1,7/26/2025,7/26/2025 4:45,4.75,Наладка
107,2,9/24/2025,9/24/2025 3:27,3.45,Ожидание материала
108,5,3/9/2025,3/9/2025 5:13,5.216666667,Ожидание материала
109,1,3/16/2025,3/16/2025 1:57,1.95,Наладка
110,3,6/27/2025,6/27/2025 3:49,3.816666667,Ожидание материала
111,1,7/23/2025,7/23/2025 0:21,0.35,Наладка
112,2,6/10/2025,6/10/2025 3:10,3.166666667,Плановый ремонт
113,2,5/12/2025,5/12/2025 4:50,4.833333333,Контроль качества
114,4,6/13/2025,6/13/2025 5:02,5.033333333,Контроль качества
115,3,1/1/2025,1/1/2025 3:22,3.366666667,Поломка
116,2,8/5/2025,8/5/2025 1:34,1.566666667,Ожидание материала
117,3,3/6/2025,3/6/2025 5:39,5.65,Ожидание материала
118,4,4/19/2025,4/19/2025 3:15,3.25,Поломка
119,4,3/9/2025,3/9/2025 5:06,5.1,Контроль качества
120,2,6/18/2025,6/18/2025 0:36,0.6,Контроль качества
121,5,4/10/2025,4/10/2025 5:14,5.233333333,Наладка
122,4,3/26/2025,3/26/2025 4:47,4.783333333,Ожидание материала
123,5,3/14/2025,3/14/2025 1:03,1.05,Наладка
124,6,9/1/2025,9/1/2025 3:10,3.166666667,Ожидание материала
125,2,12/19/2025,12/19/2025 1:53,1.883333333,Наладка
126,1,1/2/2025,1/2/2025 4:17,4.283333333,Ожидание материала
127,2,5/3/2025,5/3/2025 4:03,4.05,Поломка
128,6,5/20/2025,5/20/2025 0:43,0.716666667,Поломка
129,2,12/21/2025,12/21/2025 5:51,5.85,Наладка
130,3,2/1/2025,2/1/2025 1:28,1.466666667,Плановый ремонт
131,2,3/10/2025,3/10/2025 5:15,5.25,Плановый ремонт
132,1,4/10/2025,4/10/2025 2:40,2.666666667,Плановый ремонт
133,6,1/29/2025,1/29/2025 2:08,2.133333333,Плановый ремонт
134,2,5/23/2025,5/23/2025 2:14,2.233333333,Контроль качества
135,2,12/1/2025,12/1/2025 4:34,4.566666667,Наладка
136,3,6/21/2025,6/21/2025 4:05,4.083333333,Ожидание материала
137,2,4/24/2025,4/24/2025 1:16,1.266666667,Контроль качества
138,2,12/28/2025,12/28/2025 3:44,3.733333333,Поломка
139,1,2/27/2025,2/27/2025 2:06,2.1,Плановый ремонт
140,4,7/15/2025,7/15/2025 1:46,1.766666667,Контроль качества
141,2,1/8/2025,1/8/2025 5:14,5.233333333,Поломка
142,1,3/10/2025,3/10/2025 0:59,0.983333333,Наладка
143,6,2/1/2025,2/1/2025 5:03,5.05,Ожидание материала
144,4,1/30/2025,1/30/2025 2:08,2.133333333,Контроль качества
145,5,5/11/2025,5/11/2025 3:19,3.316666667,Плановый ремонт
146,6,3/3/2025,3/3/2025 0:17,0.283333333,Поломка
147,5,1/25/2025,1/25/2025 3:13,3.216666667,Поломка
148,1,6/12/2025,6/12/2025 5:25,5.416666667,Наладка
149,4,9/3/2025,9/3/2025 5:11,5.183333333,Поломка
150,2,2/16/2025,2/16/2025 2:24,2.4,Контроль качества
151,2,4/20/2025,4/20/2025 1:23,1.383333333,Наладка
152,3,10/27/2025,10/27/2025 5:44,5.733333333,Плановый ремонт
153,6,6/11/2025,6/11/2025 5:00,5,Ожидание материала
154,1,1/3/2025,1/3/2025 0:40,0.666666667,Контроль качества
155,4,7/17/2025,7/17/2025 5:13,5.216666667,Наладка
156,4,11/1/2025,11/1/2025 5:12,5.2,Плановый ремонт
157,5,1/11/2025,1/11/2025 2:40,2.666666667,Поломка
158,4,4/14/2025,4/14/2025 1:00,1,Контроль качества
159,3,7/6/2025,7/6/2025 2:08,2.133333333,Контроль качества
160,2,1/30/2025,1/30/2025 4:38,4.633333333,Плановый ремонт
